	Vote	Label	HGSC symbol
ENSG00000152661	0.0	non-hallmark gene	GJA1
ENSG00000255408	0.0	non-hallmark gene	PCDHA3
ENSG00000133710	0.0	non-hallmark gene	SPINK5
ENSG00000132514	0.0	non-hallmark gene	CLEC10A
ENSG00000183098	5.0	non-hallmark gene	GPC6
ENSG00000106261	0.0	non-hallmark gene	ZKSCAN1
ENSG00000109107	0.0	non-hallmark gene	ALDOC
ENSG00000163808	0.0	non-hallmark gene	KIF15
ENSG00000156931	0.0	non-hallmark gene	VPS8
ENSG00000099991	0.0	non-hallmark gene	CABIN1
ENSG00000203942	0.0	non-hallmark gene	C10orf62
ENSG00000263155	0.0	non-hallmark gene	MYZAP
ENSG00000198265	0.0	non-hallmark gene	HELZ
ENSG00000176383	0.0	non-hallmark gene	B3GNT4
ENSG00000163568	0.0	non-hallmark gene	AIM2
ENSG00000145863	0.0	non-hallmark gene	GABRA6
ENSG00000182512	0.0	non-hallmark gene	GLRX5
ENSG00000169474	0.0	non-hallmark gene	SPRR1A
ENSG00000127252	0.0	non-hallmark gene	PLAAT1
ENSG00000127780	0.0	non-hallmark gene	OR1E2
ENSG00000185164	0.0	non-hallmark gene	NOMO2
ENSG00000161791	0.0	non-hallmark gene	FMNL3
ENSG00000185008	0.0	non-hallmark gene	ROBO2
ENSG00000186105	0.0	non-hallmark gene	LRRC70
ENSG00000048405	0.0	non-hallmark gene	ZNF800
ENSG00000102100	0.0	non-hallmark gene	SLC35A2
ENSG00000159723	0.0	non-hallmark gene	AGRP
ENSG00000176884	0.0	non-hallmark gene	GRIN1
ENSG00000174165	0.0	non-hallmark gene	ZDHHC24
ENSG00000158578	0.0	non-hallmark gene	ALAS2
ENSG00000238205	0.0	non-hallmark gene	MPC1L
ENSG00000184650	0.0	non-hallmark gene	ODF4
ENSG00000132646	0.0	non-hallmark gene	PCNA
ENSG00000166164	0.0	non-hallmark gene	BRD7
ENSG00000020129	0.0	non-hallmark gene	NCDN
ENSG00000164221	0.0	non-hallmark gene	CCDC112
ENSG00000131788	0.0	non-hallmark gene	PIAS3
ENSG00000187601	0.0	non-hallmark gene	MAGEH1
ENSG00000129214	2.0	non-hallmark gene	SHBG
ENSG00000164125	0.0	non-hallmark gene	GASK1B
ENSG00000183032	0.0	non-hallmark gene	SLC25A21
ENSG00000115592	0.0	non-hallmark gene	PRKAG3
ENSG00000188716	0.0	non-hallmark gene	DUSP29
ENSG00000118260	0.0	non-hallmark gene	CREB1
ENSG00000185523	0.0	non-hallmark gene	SPATA45
ENSG00000104131	0.0	non-hallmark gene	EIF3J
ENSG00000189350	0.0	non-hallmark gene	TOGARAM2
ENSG00000119772	0.0	non-hallmark gene	DNMT3A
ENSG00000099821	0.0	non-hallmark gene	POLRMT
ENSG00000106952	0.0	non-hallmark gene	TNFSF8
ENSG00000168237	0.0	non-hallmark gene	GLYCTK
ENSG00000078487	0.0	non-hallmark gene	ZCWPW1
ENSG00000064703	0.0	non-hallmark gene	DDX20
ENSG00000159199	0.0	non-hallmark gene	ATP5MC1
ENSG00000099203	0.0	non-hallmark gene	TMED1
ENSG00000093144	0.0	non-hallmark gene	ECHDC1
ENSG00000112242	0.0	non-hallmark gene	E2F3
ENSG00000167994	0.0	non-hallmark gene	RAB3IL1
ENSG00000170743	0.0	non-hallmark gene	SYT9
ENSG00000116459	0.0	non-hallmark gene	ATP5PB
ENSG00000148296	0.0	non-hallmark gene	SURF6
ENSG00000183246	0.0	non-hallmark gene	RIMBP3C
ENSG00000104325	0.0	non-hallmark gene	DECR1
ENSG00000009844	0.0	non-hallmark gene	VTA1
ENSG00000126259	0.0	non-hallmark gene	KIRREL2
ENSG00000167858	0.0	non-hallmark gene	TEKT1
ENSG00000186166	0.0	non-hallmark gene	CENATAC
ENSG00000196562	0.0	non-hallmark gene	SULF2
ENSG00000131467	0.0	non-hallmark gene	PSME3
ENSG00000276430	0.0	non-hallmark gene	FAM25C
ENSG00000050030	0.0	non-hallmark gene	NEXMIF
ENSG00000125378	0.0	non-hallmark gene	BMP4
ENSG00000100239	0.0	non-hallmark gene	PPP6R2
ENSG00000095464	0.0	non-hallmark gene	PDE6C
ENSG00000266265	0.0	non-hallmark gene	KLF14
ENSG00000159761	0.0	non-hallmark gene	C16orf86
ENSG00000104472	0.0	non-hallmark gene	CHRAC1
ENSG00000196358	0.0	non-hallmark gene	NTNG2
ENSG00000065911	0.0	non-hallmark gene	MTHFD2
ENSG00000095209	0.0	non-hallmark gene	TMEM38B
ENSG00000260914	0.0	non-hallmark gene	
ENSG00000197408	17.0	non-hallmark gene	CYP2B6
ENSG00000268104	0.0	non-hallmark gene	SLC6A14
ENSG00000196476	0.0	non-hallmark gene	C20orf96
ENSG00000169895	0.0	non-hallmark gene	SYAP1
ENSG00000141574	17.0	non-hallmark gene	SECTM1
ENSG00000167483	0.0	non-hallmark gene	NIBAN3
ENSG00000102978	0.0	non-hallmark gene	POLR2C
ENSG00000281613	0.0	non-hallmark gene	
ENSG00000188603	0.0	non-hallmark gene	CLN3
ENSG00000204657	0.0	non-hallmark gene	OR2H2
ENSG00000183654	0.0	non-hallmark gene	MARCHF11
ENSG00000198854	0.0	non-hallmark gene	C1orf68
ENSG00000187474	259.0	non-hallmark gene	FPR3
ENSG00000156603	0.0	non-hallmark gene	MED19
ENSG00000165802	0.0	non-hallmark gene	NSMF
ENSG00000075399	0.0	non-hallmark gene	VPS9D1
ENSG00000241973	0.0	non-hallmark gene	PI4KA
ENSG00000142798	0.0	non-hallmark gene	HSPG2
ENSG00000164032	1.0	non-hallmark gene	H2AZ1
ENSG00000187109	0.0	non-hallmark gene	NAP1L1
ENSG00000077009	0.0	non-hallmark gene	NMRK2
ENSG00000068654	0.0	non-hallmark gene	POLR1A
ENSG00000168826	0.0	non-hallmark gene	ZBTB49
ENSG00000197472	0.0	non-hallmark gene	ZNF695
ENSG00000206190	0.0	non-hallmark gene	ATP10A
ENSG00000165084	0.0	non-hallmark gene	C8orf34
ENSG00000189433	0.0	non-hallmark gene	GJB4
ENSG00000028137	347.0	non-hallmark gene	TNFRSF1B
ENSG00000133703	0.0	non-hallmark gene	KRAS
ENSG00000184647	0.0	non-hallmark gene	PRSS55
ENSG00000106366	0.0	non-hallmark gene	SERPINE1
ENSG00000179912	0.0	non-hallmark gene	R3HDM2
ENSG00000172531	0.0	non-hallmark gene	PPP1CA
ENSG00000131323	0.0	non-hallmark gene	TRAF3
ENSG00000155090	0.0	non-hallmark gene	KLF10
ENSG00000183011	0.0	non-hallmark gene	NAA38
ENSG00000143641	0.0	non-hallmark gene	GALNT2
ENSG00000078304	0.0	non-hallmark gene	PPP2R5C
ENSG00000165584	0.0	non-hallmark gene	SSX3
ENSG00000116874	0.0	non-hallmark gene	WARS2
ENSG00000271601	2.0	non-hallmark gene	LIX1L
ENSG00000093010	0.0	non-hallmark gene	COMT
ENSG00000164877	0.0	non-hallmark gene	MICALL2
ENSG00000196967	0.0	non-hallmark gene	ZNF585A
ENSG00000214681	0.0	non-hallmark gene	IQCF5
ENSG00000043514	0.0	non-hallmark gene	TRIT1
ENSG00000121281	0.0	non-hallmark gene	ADCY7
ENSG00000167967	0.0	non-hallmark gene	E4F1
ENSG00000263002	0.0	non-hallmark gene	ZNF234
ENSG00000173338	0.0	non-hallmark gene	KCNK7
ENSG00000170921	0.0	non-hallmark gene	TANC2
ENSG00000099999	0.0	non-hallmark gene	RNF215
ENSG00000164366	0.0	non-hallmark gene	CCDC127
ENSG00000164299	0.0	non-hallmark gene	SPZ1
ENSG00000177868	0.0	non-hallmark gene	SVBP
ENSG00000259207	0.0	non-hallmark gene	ITGB3
ENSG00000156050	0.0	non-hallmark gene	FAM161B
ENSG00000198162	0.0	non-hallmark gene	MAN1A2
ENSG00000198626	0.0	non-hallmark gene	RYR2
ENSG00000273777	0.0	non-hallmark gene	CEACAM20
ENSG00000158773	4.0	non-hallmark gene	USF1
ENSG00000178201	0.0	non-hallmark gene	VN1R1
ENSG00000157399	1.0	non-hallmark gene	ARSL
ENSG00000133657	0.0	non-hallmark gene	ATP13A3
ENSG00000187105	0.0	non-hallmark gene	HEATR4
ENSG00000143198	0.0	non-hallmark gene	MGST3
ENSG00000175463	0.0	non-hallmark gene	TBC1D10C
ENSG00000186395	0.0	non-hallmark gene	KRT10
ENSG00000181991	0.0	non-hallmark gene	MRPS11
ENSG00000118094	0.0	non-hallmark gene	TREH
ENSG00000095739	0.0	non-hallmark gene	BAMBI
ENSG00000058063	0.0	non-hallmark gene	ATP11B
ENSG00000128923	0.0	non-hallmark gene	MINDY2
ENSG00000048540	0.0	non-hallmark gene	LMO3
ENSG00000102882	0.0	non-hallmark gene	MAPK3
ENSG00000242265	0.0	non-hallmark gene	PEG10
ENSG00000138785	0.0	non-hallmark gene	INTS12
ENSG00000174197	0.0	non-hallmark gene	MGA
ENSG00000172572	0.0	non-hallmark gene	PDE3A
ENSG00000175893	0.0	non-hallmark gene	ZDHHC21
ENSG00000146013	0.0	non-hallmark gene	GFRA3
ENSG00000105519	0.0	non-hallmark gene	CAPS
ENSG00000141096	0.0	non-hallmark gene	DPEP3
ENSG00000214491	0.0	non-hallmark gene	SEC14L6
ENSG00000104447	0.0	non-hallmark gene	TRPS1
ENSG00000172538	0.0	non-hallmark gene	FAM170B
ENSG00000197429	0.0	non-hallmark gene	IPP
ENSG00000010017	0.0	non-hallmark gene	RANBP9
ENSG00000198755	0.0	non-hallmark gene	RPL10A
ENSG00000268994	0.0	non-hallmark gene	FAM236B
ENSG00000174844	0.0	non-hallmark gene	DNAH12
ENSG00000179873	0.0	non-hallmark gene	NLRP11
ENSG00000132004	0.0	non-hallmark gene	FBXW9
ENSG00000248993	0.0	non-hallmark gene	
ENSG00000104517	0.0	non-hallmark gene	UBR5
ENSG00000111335	60.0	non-hallmark gene	OAS2
ENSG00000172244	0.0	non-hallmark gene	C5orf34
ENSG00000151379	0.0	non-hallmark gene	MSGN1
ENSG00000166352	0.0	non-hallmark gene	IFTAP
ENSG00000132823	0.0	non-hallmark gene	OSER1
ENSG00000223510	0.0	non-hallmark gene	CDRT15
ENSG00000181513	0.0	non-hallmark gene	ACBD4
ENSG00000170364	0.0	non-hallmark gene	SETMAR
ENSG00000083097	0.0	non-hallmark gene	DOP1A
ENSG00000176895	0.0	non-hallmark gene	OR51A7
ENSG00000118162	0.0	non-hallmark gene	KPTN
ENSG00000073670	0.0	non-hallmark gene	ADAM11
ENSG00000183283	0.0	non-hallmark gene	DAZAP2
ENSG00000103549	0.0	non-hallmark gene	RNF40
ENSG00000070915	0.0	non-hallmark gene	SLC12A3
ENSG00000068400	0.0	non-hallmark gene	GRIPAP1
ENSG00000171490	0.0	non-hallmark gene	RSL1D1
ENSG00000133317	0.0	non-hallmark gene	LGALS12
ENSG00000137871	0.0	non-hallmark gene	ZNF280D
ENSG00000069431	0.0	non-hallmark gene	ABCC9
ENSG00000139517	0.0	non-hallmark gene	LNX2
ENSG00000167601	0.0	non-hallmark gene	AXL
ENSG00000164808	0.0	non-hallmark gene	SPIDR
ENSG00000079277	0.0	non-hallmark gene	MKNK1
ENSG00000138669	0.0	non-hallmark gene	PRKG2
ENSG00000154945	0.0	non-hallmark gene	ANKRD40
ENSG00000133895	0.0	non-hallmark gene	MEN1
ENSG00000180481	0.0	non-hallmark gene	GLIPR1L2
ENSG00000128973	4.0	non-hallmark gene	CLN6
ENSG00000166181	0.0	non-hallmark gene	API5
ENSG00000131094	84.0	non-hallmark gene	C1QL1
ENSG00000117308	0.0	non-hallmark gene	GALE
ENSG00000203867	0.0	non-hallmark gene	RBM20
ENSG00000177535	0.0	non-hallmark gene	OR2B11
ENSG00000166169	0.0	non-hallmark gene	POLL
ENSG00000183765	0.0	non-hallmark gene	CHEK2
ENSG00000166343	0.0	non-hallmark gene	MSS51
ENSG00000122787	46.0	non-hallmark gene	AKR1D1
ENSG00000176495	0.0	non-hallmark gene	OR5AN1
ENSG00000165917	0.0	non-hallmark gene	RAPSN
ENSG00000105427	0.0	non-hallmark gene	CNFN
ENSG00000260371	0.0	non-hallmark gene	
ENSG00000161996	0.0	non-hallmark gene	WDR90
ENSG00000198812	0.0	non-hallmark gene	LRRC10
ENSG00000130283	0.0	non-hallmark gene	GDF1
ENSG00000137877	0.0	non-hallmark gene	SPTBN5
ENSG00000118194	0.0	non-hallmark gene	TNNT2
ENSG00000268043	0.0	non-hallmark gene	NBPF12
ENSG00000155495	0.0	non-hallmark gene	MAGEC1
ENSG00000204618	0.0	non-hallmark gene	RNF39
ENSG00000116641	0.0	non-hallmark gene	DOCK7
ENSG00000186207	0.0	non-hallmark gene	LCE5A
ENSG00000152582	0.0	non-hallmark gene	SPEF2
ENSG00000096088	0.0	non-hallmark gene	PGC
ENSG00000134216	0.0	non-hallmark gene	CHIA
ENSG00000099849	0.0	non-hallmark gene	RASSF7
ENSG00000170935	0.0	non-hallmark gene	NCBP2L
ENSG00000106809	0.0	non-hallmark gene	OGN
ENSG00000163888	1.0	non-hallmark gene	CAMK2N2
ENSG00000185559	0.0	non-hallmark gene	DLK1
ENSG00000255009	0.0	non-hallmark gene	UBTFL1
ENSG00000271092	0.0	non-hallmark gene	TLCD4-RWDD3
ENSG00000179172	0.0	non-hallmark gene	HNRNPCL1
ENSG00000082397	0.0	non-hallmark gene	EPB41L3
ENSG00000154153	2.0	non-hallmark gene	RETREG1
ENSG00000164128	0.0	non-hallmark gene	NPY1R
ENSG00000081853	0.0	non-hallmark gene	PCDHGA2
ENSG00000114735	0.0	non-hallmark gene	HEMK1
ENSG00000184481	0.0	non-hallmark gene	FOXO4
ENSG00000184363	0.0	non-hallmark gene	PKP3
ENSG00000129255	0.0	non-hallmark gene	MPDU1
ENSG00000118816	0.0	non-hallmark gene	CCNI
ENSG00000087076	6.0	non-hallmark gene	HSD17B14
ENSG00000167964	0.0	non-hallmark gene	RAB26
ENSG00000269307	0.0	non-hallmark gene	
ENSG00000162367	0.0	non-hallmark gene	TAL1
ENSG00000198561	0.0	non-hallmark gene	CTNND1
ENSG00000138271	0.0	non-hallmark gene	GPR87
ENSG00000196739	0.0	non-hallmark gene	COL27A1
ENSG00000131378	7.0	non-hallmark gene	RFTN1
ENSG00000097007	0.0	non-hallmark gene	ABL1
ENSG00000115657	0.0	non-hallmark gene	ABCB6
ENSG00000178343	0.0	non-hallmark gene	SHISA3
ENSG00000005249	0.0	non-hallmark gene	PRKAR2B
ENSG00000175318	0.0	non-hallmark gene	GRAMD2A
ENSG00000105649	0.0	non-hallmark gene	RAB3A
ENSG00000105523	0.0	non-hallmark gene	FAM83E
ENSG00000165283	0.0	non-hallmark gene	STOML2
ENSG00000175832	0.0	non-hallmark gene	ETV4
ENSG00000221933	0.0	non-hallmark gene	OR2A25
ENSG00000087502	0.0	non-hallmark gene	ERGIC2
ENSG00000137764	0.0	non-hallmark gene	MAP2K5
ENSG00000174132	0.0	non-hallmark gene	FAM174A
ENSG00000123095	0.0	non-hallmark gene	BHLHE41
ENSG00000135824	0.0	non-hallmark gene	RGS8
ENSG00000152256	0.0	non-hallmark gene	PDK1
ENSG00000123349	0.0	non-hallmark gene	PFDN5
ENSG00000100211	0.0	non-hallmark gene	CBY1
ENSG00000170122	0.0	non-hallmark gene	FOXD4
ENSG00000274322	0.0	non-hallmark gene	
ENSG00000076382	2.0	non-hallmark gene	SPAG5
ENSG00000171126	0.0	non-hallmark gene	KCNG3
ENSG00000156206	0.0	non-hallmark gene	CFAP161
ENSG00000274419	0.0	non-hallmark gene	TBC1D3D
ENSG00000169379	0.0	non-hallmark gene	ARL13B
ENSG00000100413	0.0	non-hallmark gene	POLR3H
ENSG00000067141	0.0	non-hallmark gene	NEO1
ENSG00000154342	0.0	non-hallmark gene	WNT3A
ENSG00000155959	0.0	non-hallmark gene	VBP1
ENSG00000172201	0.0	non-hallmark gene	ID4
ENSG00000089116	0.0	non-hallmark gene	LHX5
ENSG00000130224	0.0	non-hallmark gene	LRCH2
ENSG00000102362	0.0	non-hallmark gene	SYTL4
ENSG00000166582	0.0	non-hallmark gene	CENPV
ENSG00000137710	0.0	non-hallmark gene	RDX
ENSG00000160191	0.0	non-hallmark gene	PDE9A
ENSG00000122641	0.0	non-hallmark gene	INHBA
ENSG00000163431	1.0	non-hallmark gene	LMOD1
ENSG00000196787	0.0	non-hallmark gene	H2AC11
ENSG00000141977	0.0	non-hallmark gene	CIB3
ENSG00000143373	0.0	non-hallmark gene	ZNF687
ENSG00000178860	0.0	non-hallmark gene	MSC
ENSG00000006377	0.0	non-hallmark gene	DLX6
ENSG00000136928	0.0	non-hallmark gene	GABBR2
ENSG00000186790	0.0	non-hallmark gene	FOXE3
ENSG00000185432	0.0	non-hallmark gene	METTL7A
ENSG00000125651	0.0	non-hallmark gene	GTF2F1
ENSG00000072818	0.0	non-hallmark gene	ACAP1
ENSG00000131165	0.0	non-hallmark gene	CHMP1A
ENSG00000168488	0.0	non-hallmark gene	ATXN2L
ENSG00000156639	0.0	non-hallmark gene	ZFAND3
ENSG00000166349	0.0	non-hallmark gene	RAG1
ENSG00000183963	0.0	non-hallmark gene	SMTN
ENSG00000105388	0.0	non-hallmark gene	CEACAM5
ENSG00000198399	0.0	non-hallmark gene	ITSN2
ENSG00000035141	0.0	non-hallmark gene	FAM136A
ENSG00000108468	0.0	non-hallmark gene	CBX1
ENSG00000250673	0.0	non-hallmark gene	REELD1
ENSG00000130803	0.0	non-hallmark gene	ZNF317
ENSG00000187147	0.0	non-hallmark gene	RNF220
ENSG00000146247	0.0	non-hallmark gene	PHIP
ENSG00000137752	155.0	non-hallmark gene	CASP1
ENSG00000096746	0.0	non-hallmark gene	HNRNPH3
ENSG00000103569	0.0	non-hallmark gene	AQP9
ENSG00000162891	0.0	non-hallmark gene	IL20
ENSG00000182372	0.0	non-hallmark gene	CLN8
ENSG00000204472	576.0	non-hallmark gene	AIF1
ENSG00000164051	0.0	non-hallmark gene	CCDC51
ENSG00000143774	6.0	non-hallmark gene	GUK1
ENSG00000143032	0.0	non-hallmark gene	BARHL2
ENSG00000116176	0.0	non-hallmark gene	TPSG1
ENSG00000102024	2.0	non-hallmark gene	PLS3
ENSG00000111341	0.0	non-hallmark gene	MGP
ENSG00000104081	0.0	non-hallmark gene	BMF
ENSG00000010626	0.0	non-hallmark gene	LRRC23
ENSG00000267796	0.0	non-hallmark gene	LIN37
ENSG00000211455	0.0	non-hallmark gene	STK38L
ENSG00000206535	0.0	non-hallmark gene	LNP1
ENSG00000136732	0.0	non-hallmark gene	GYPC
ENSG00000136943	0.0	non-hallmark gene	CTSV
ENSG00000151789	0.0	non-hallmark gene	ZNF385D
ENSG00000173064	0.0	non-hallmark gene	HECTD4
ENSG00000162959	0.0	non-hallmark gene	MEMO1
ENSG00000138131	0.0	non-hallmark gene	LOXL4
ENSG00000126522	0.0	non-hallmark gene	ASL
ENSG00000262406	0.0	non-hallmark gene	MMP12
ENSG00000189186	0.0	non-hallmark gene	DCAF8L2
ENSG00000111445	0.0	non-hallmark gene	RFC5
ENSG00000135931	0.0	non-hallmark gene	ARMC9
ENSG00000100418	0.0	non-hallmark gene	DESI1
ENSG00000101199	0.0	non-hallmark gene	ARFGAP1
ENSG00000120137	0.0	non-hallmark gene	PANK3
ENSG00000152556	0.0	non-hallmark gene	PFKM
ENSG00000179588	0.0	non-hallmark gene	ZFPM1
ENSG00000188070	0.0	non-hallmark gene	ZFTA
ENSG00000175920	0.0	non-hallmark gene	DOK7
ENSG00000126218	0.0	non-hallmark gene	F10
ENSG00000162755	0.0	non-hallmark gene	KLHDC9
ENSG00000166503	0.0	non-hallmark gene	HDGFL3
ENSG00000184731	0.0	non-hallmark gene	FAM110C
ENSG00000178795	0.0	non-hallmark gene	GDPD4
ENSG00000015475	0.0	non-hallmark gene	BID
ENSG00000174080	2.0	non-hallmark gene	CTSF
ENSG00000219435	0.0	non-hallmark gene	CATSPERZ
ENSG00000176485	0.0	non-hallmark gene	PLAAT3
ENSG00000197982	0.0	non-hallmark gene	C1orf122
ENSG00000134551	0.0	non-hallmark gene	PRH2
ENSG00000163900	0.0	non-hallmark gene	TMEM41A
ENSG00000130304	0.0	non-hallmark gene	SLC27A1
ENSG00000166478	0.0	non-hallmark gene	ZNF143
ENSG00000084731	0.0	non-hallmark gene	KIF3C
ENSG00000159352	0.0	non-hallmark gene	PSMD4
ENSG00000165637	0.0	non-hallmark gene	VDAC2
ENSG00000226807	0.0	non-hallmark gene	MROH5
ENSG00000148671	0.0	non-hallmark gene	ADIRF
ENSG00000123496	0.0	non-hallmark gene	IL13RA2
ENSG00000198954	0.0	non-hallmark gene	KIFBP
ENSG00000164168	0.0	non-hallmark gene	TMEM184C
ENSG00000176142	0.0	non-hallmark gene	TMEM39A
ENSG00000131653	0.0	non-hallmark gene	TRAF7
ENSG00000112210	0.0	non-hallmark gene	RAB23
ENSG00000204311	0.0	non-hallmark gene	PJVK
ENSG00000156599	0.0	non-hallmark gene	ZDHHC5
ENSG00000106636	0.0	non-hallmark gene	YKT6
ENSG00000078142	0.0	non-hallmark gene	PIK3C3
ENSG00000131697	0.0	non-hallmark gene	NPHP4
ENSG00000103254	0.0	non-hallmark gene	ANTKMT
ENSG00000142733	0.0	non-hallmark gene	MAP3K6
ENSG00000149089	0.0	non-hallmark gene	APIP
ENSG00000170835	0.0	non-hallmark gene	CEL
ENSG00000113492	0.0	non-hallmark gene	AGXT2
ENSG00000186480	0.0	non-hallmark gene	INSIG1
ENSG00000131196	0.0	non-hallmark gene	NFATC1
ENSG00000255837	0.0	non-hallmark gene	TAS2R20
ENSG00000164344	0.0	non-hallmark gene	KLKB1
ENSG00000125962	0.0	non-hallmark gene	ARMCX5
ENSG00000099331	0.0	non-hallmark gene	MYO9B
ENSG00000111790	0.0	non-hallmark gene	FGFR1OP2
ENSG00000058056	0.0	non-hallmark gene	USP13
ENSG00000108306	0.0	non-hallmark gene	FBXL20
ENSG00000156697	0.0	non-hallmark gene	UTP14A
ENSG00000072571	0.0	non-hallmark gene	HMMR
ENSG00000273604	0.0	non-hallmark gene	EPOP
ENSG00000111371	0.0	non-hallmark gene	SLC38A1
ENSG00000255054	0.0	non-hallmark gene	
ENSG00000186918	0.0	non-hallmark gene	ZNF395
ENSG00000250913	0.0	non-hallmark gene	USP17L23
ENSG00000212710	0.0	non-hallmark gene	CTAGE1
ENSG00000185122	0.0	non-hallmark gene	HSF1
ENSG00000008083	0.0	non-hallmark gene	JARID2
ENSG00000146674	16.0	non-hallmark gene	IGFBP3
ENSG00000081026	0.0	non-hallmark gene	MAGI3
ENSG00000262461	0.0	non-hallmark gene	SPDYE9
ENSG00000262179	0.0	non-hallmark gene	MYMX
ENSG00000255192	0.0	non-hallmark gene	NANOGP8
ENSG00000131408	0.0	non-hallmark gene	NR1H2
ENSG00000116213	0.0	non-hallmark gene	WRAP73
ENSG00000120645	0.0	non-hallmark gene	IQSEC3
ENSG00000176532	0.0	non-hallmark gene	PRR15
ENSG00000153029	0.0	non-hallmark gene	MR1
ENSG00000258691	0.0	non-hallmark gene	
ENSG00000146085	0.0	non-hallmark gene	MMUT
ENSG00000204852	0.0	non-hallmark gene	TCTN1
ENSG00000131504	0.0	non-hallmark gene	DIAPH1
ENSG00000131979	14.0	non-hallmark gene	GCH1
ENSG00000090905	0.0	non-hallmark gene	TNRC6A
ENSG00000176531	0.0	non-hallmark gene	PHLDB3
ENSG00000180628	0.0	non-hallmark gene	PCGF5
ENSG00000205022	0.0	non-hallmark gene	PABPN1L
ENSG00000179886	0.0	non-hallmark gene	TIGD5
ENSG00000156136	0.0	non-hallmark gene	DCK
ENSG00000005448	0.0	non-hallmark gene	WDR54
ENSG00000171606	0.0	non-hallmark gene	ZNF274
ENSG00000134058	0.0	non-hallmark gene	CDK7
ENSG00000005893	2.0	non-hallmark gene	LAMP2
ENSG00000061987	0.0	non-hallmark gene	MON2
ENSG00000148484	0.0	non-hallmark gene	RSU1
ENSG00000171954	5.0	non-hallmark gene	CYP4F22
ENSG00000257767	0.0	non-hallmark gene	
ENSG00000009307	0.0	non-hallmark gene	CSDE1
ENSG00000122756	17.0	non-hallmark gene	CNTFR
ENSG00000111639	0.0	non-hallmark gene	MRPL51
ENSG00000177679	0.0	non-hallmark gene	SRRM3
ENSG00000281593	0.0	non-hallmark gene	
ENSG00000137496	873.0	non-hallmark gene	IL18BP
ENSG00000268193	0.0	non-hallmark gene	
ENSG00000168890	0.0	non-hallmark gene	TMEM150A
ENSG00000152253	0.0	non-hallmark gene	SPC25
ENSG00000175352	0.0	non-hallmark gene	NRIP3
ENSG00000105695	0.0	non-hallmark gene	MAG
ENSG00000070729	0.0	non-hallmark gene	CNGB1
ENSG00000168913	0.0	non-hallmark gene	ENHO
ENSG00000110171	0.0	non-hallmark gene	TRIM3
ENSG00000259171	0.0	non-hallmark gene	
ENSG00000113525	0.0	non-hallmark gene	IL5
ENSG00000105711	0.0	non-hallmark gene	SCN1B
ENSG00000235608	0.0	non-hallmark gene	NKX1-1
ENSG00000196296	0.0	non-hallmark gene	ATP2A1
ENSG00000221888	0.0	non-hallmark gene	OR1C1
ENSG00000102390	0.0	non-hallmark gene	PBDC1
ENSG00000154529	0.0	non-hallmark gene	CNTNAP3B
ENSG00000204370	1.0	non-hallmark gene	SDHD
ENSG00000146112	14.0	non-hallmark gene	PPP1R18
ENSG00000134324	0.0	non-hallmark gene	LPIN1
ENSG00000162040	0.0	non-hallmark gene	HS3ST6
ENSG00000101981	1.0	non-hallmark gene	F9
ENSG00000214376	0.0	non-hallmark gene	VSTM5
ENSG00000198034	0.0	non-hallmark gene	RPS4X
ENSG00000162746	0.0	non-hallmark gene	FCRLB
ENSG00000160808	0.0	non-hallmark gene	MYL3
ENSG00000145536	0.0	non-hallmark gene	ADAMTS16
ENSG00000183638	0.0	non-hallmark gene	RP1L1
ENSG00000126581	0.0	non-hallmark gene	BECN1
ENSG00000125347	464.0	non-hallmark gene	IRF1
ENSG00000170445	0.0	non-hallmark gene	HARS1
ENSG00000128271	0.0	non-hallmark gene	ADORA2A
ENSG00000130856	0.0	non-hallmark gene	ZNF236
ENSG00000008056	0.0	non-hallmark gene	SYN1
ENSG00000009790	0.0	non-hallmark gene	TRAF3IP3
ENSG00000197309	0.0	non-hallmark gene	OR10D3
ENSG00000140836	0.0	non-hallmark gene	ZFHX3
ENSG00000213672	0.0	non-hallmark gene	NCKIPSD
ENSG00000186376	0.0	non-hallmark gene	ZNF75D
ENSG00000168490	0.0	non-hallmark gene	PHYHIP
ENSG00000169750	0.0	non-hallmark gene	RAC3
ENSG00000180383	0.0	non-hallmark gene	DEFB124
ENSG00000149201	0.0	non-hallmark gene	CCDC81
ENSG00000030110	2.0	non-hallmark gene	BAK1
ENSG00000204363	0.0	non-hallmark gene	SPANXN5
ENSG00000175793	0.0	non-hallmark gene	SFN
ENSG00000152291	0.0	non-hallmark gene	TGOLN2
ENSG00000065485	6.0	non-hallmark gene	PDIA5
ENSG00000175395	0.0	non-hallmark gene	ZNF25
ENSG00000120659	0.0	non-hallmark gene	TNFSF11
ENSG00000132357	0.0	non-hallmark gene	CARD6
ENSG00000116898	0.0	non-hallmark gene	MRPS15
ENSG00000212938	0.0	non-hallmark gene	KRTAP6-3
ENSG00000177842	0.0	non-hallmark gene	ZNF620
ENSG00000008441	0.0	non-hallmark gene	NFIX
ENSG00000132664	0.0	non-hallmark gene	POLR3F
ENSG00000184432	0.0	non-hallmark gene	COPB2
ENSG00000107833	0.0	non-hallmark gene	NPM3
ENSG00000113905	68.0	non-hallmark gene	HRG
ENSG00000124120	0.0	non-hallmark gene	TTPAL
ENSG00000138801	1.0	non-hallmark gene	PAPSS1
ENSG00000168303	0.0	non-hallmark gene	MPLKIP
